"no_reg","pilihan"
"231001388","Jejaring Sosial"
"231001388","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001388","Website Lain"
"231001388","Spanduk"
"231001388","Media Elektronik (Televisi, Radio)"
"231001388","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001388","Email / SMS Broadcast"
"231001388","Guru / Sekolah"
"231001388","Website infopmb.itpln.ac.id"
"231001388","HIMDA"
"231001388","Forum Diskusi Online"
"231001389","Teman "
"231001390","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001390","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001391","Jejaring Sosial"
"231001392","Website infopmb.itpln.ac.id"
"231001393","Jejaring Sosial"
"231001394","Website infopmb.itpln.ac.id"
"231001394","Guru / Sekolah"
"231001394","Jejaring Sosial"
"231001395","Teman "
"231001395","Website infopmb.itpln.ac.id"
"231001396","Website infopmb.itpln.ac.id"
"231001397","Jejaring Sosial"
"231001398","Website infopmb.itpln.ac.id"
"231001399","Website infopmb.itpln.ac.id"
"231001399","Website Lain"
"231001400","Website Lain"
"231001400","Media Elektronik (Televisi, Radio)"
"231001400","Website infopmb.itpln.ac.id"
"231001401","Website infopmb.itpln.ac.id"
"231001402","Teman "
"231001403","Website infopmb.itpln.ac.id"
"231001404","Teman "
"231001405","Teman "
"231001405","Email / SMS Broadcast"
"231001406","Jejaring Sosial"
"231001407","Guru / Sekolah"
"231001408","Teman "
"231001408","Guru / Sekolah"
"231001409","Media Elektronik (Televisi, Radio)"
"231001409","Teman "
"231001409","Forum Diskusi Online"
"231001410","Jejaring Sosial"
"231001411","Media Elektronik (Televisi, Radio)"
"231001412","Teman "
"231001413","Website infopmb.itpln.ac.id"
"231001414","Teman "
"231001414","Website infopmb.itpln.ac.id"
"231001415","Guru / Sekolah"
"231001416","Website Lain"
"231001417","Jejaring Sosial"
"231001418","Jejaring Sosial"
"231001419","Jejaring Sosial"
"231001420","Teman "
"231001421","Email / SMS Broadcast"
"231001423","Forum Diskusi Online"
"231001424","Teman "
"231001424","Guru / Sekolah"
"231001425","Jejaring Sosial"
"231001426","Website infopmb.itpln.ac.id"
"231001427","Website infopmb.itpln.ac.id"
"231001428","Jejaring Sosial"
"231001429","Website infopmb.itpln.ac.id"
"231001429","Jejaring Sosial"
"231001429","Teman "
"231001430","Website infopmb.itpln.ac.id"
"231001430","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001430","Media Elektronik (Televisi, Radio)"
"231001431","Website infopmb.itpln.ac.id"
"231001431","Teman "
"231001432","Guru / Sekolah"
"231001433","Jejaring Sosial"
"231001434","Website Lain"
"231001434","Jejaring Sosial"
"231001434","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001434","Website infopmb.itpln.ac.id"
"231001434","Forum Diskusi Online"
"231001435","Email / SMS Broadcast"
"231001435","Website infopmb.itpln.ac.id"
"231001435","Jejaring Sosial"
"231001436","Website infopmb.itpln.ac.id"
"231001437","Website infopmb.itpln.ac.id"
"231001437","Jejaring Sosial"
"231001438","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001439","Jejaring Sosial"
"231001440","Website infopmb.itpln.ac.id"
"231001441","Teman "
"231001442","Guru / Sekolah"
"231001443","Jejaring Sosial"
"231001444","Jejaring Sosial"
"231001445","Jejaring Sosial"
"231001446","Jejaring Sosial"
"231001446","Guru / Sekolah"
"231001447","Jejaring Sosial"
"231001448","Teman "
"231001449","Guru / Sekolah"
"231001450","Website infopmb.itpln.ac.id"
"231001450","Teman "
"231001452","Website infopmb.itpln.ac.id"
"231001452","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001452","Website Lain"
"231001452","Teman "
"231001452","Jejaring Sosial"
"231001452","Forum Diskusi Online"
"231001453","Guru / Sekolah"
"231001454","Jejaring Sosial"
"231001454","Website infopmb.itpln.ac.id"
"231001455","Guru / Sekolah"
"231001455","Website infopmb.itpln.ac.id"
"231001455","Teman "
"231001456","Website Lain"
"231001457","Website infopmb.itpln.ac.id"
"231001457","Jejaring Sosial"
"231001457","Website Lain"
"231001458","Website infopmb.itpln.ac.id"
"231001459","Guru / Sekolah"
"231001461","Website infopmb.itpln.ac.id"
"231001461","Website Lain"
"231001462","Website infopmb.itpln.ac.id"
"231001462","Website Lain"
"231001463","Jejaring Sosial"
"231001463","Website infopmb.itpln.ac.id"
"231001464","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001464","Guru / Sekolah"
"231001464","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001464","Media Elektronik (Televisi, Radio)"
"231001464","Teman "
"231001465","Teman "
"231001465","Jejaring Sosial"
"231001465","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001466","Website infopmb.itpln.ac.id"
"231001467","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001468","Jejaring Sosial"
"231001469","Website infopmb.itpln.ac.id"
"231001470","Teman "
"231001471","Website infopmb.itpln.ac.id"
"231001471","Teman "
"231001472","Jejaring Sosial"
"231001472","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001473","Website infopmb.itpln.ac.id"
"231001474","Website infopmb.itpln.ac.id"
"231001474","Jejaring Sosial"
"231001475","Jejaring Sosial"
"231001476","Teman "
"231001477","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001478","Jejaring Sosial"
"231001478","Website infopmb.itpln.ac.id"
"231001479","Jejaring Sosial"
"231001480","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001481","Website infopmb.itpln.ac.id"
"231001482","Jejaring Sosial"
"231001483","Website infopmb.itpln.ac.id"
"231001484","Jejaring Sosial"
"231001485","Jejaring Sosial"
"231001487","Teman "
"231001488","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001489","Jejaring Sosial"
"231001490","Media Elektronik (Televisi, Radio)"
"231001492","Jejaring Sosial"
"231001494","Jejaring Sosial"
"231001495","Media Elektronik (Televisi, Radio)"
"231001496","Teman "
"231001496","Jejaring Sosial"
"231001497","Teman "
"231001498","Guru / Sekolah"
"231001499","Teman "
"231001499","Website Lain"
"231001499","Jejaring Sosial"
"231001499","Website infopmb.itpln.ac.id"
"231001500","Teman "
"231001500","Website infopmb.itpln.ac.id"
"231001501","Teman "
"231001501","Email / SMS Broadcast"
"231001501","Jejaring Sosial"
"231001502","Jejaring Sosial"
"231001502","Website infopmb.itpln.ac.id"
"231001503","Jejaring Sosial"
"231001503","Website infopmb.itpln.ac.id"
"231001504","Website infopmb.itpln.ac.id"
"231001504","Jejaring Sosial"
"231001505","Teman "
"231001506","Teman "
"231001507","Jejaring Sosial"
"231001508","Jejaring Sosial"
"231001508","Website infopmb.itpln.ac.id"
"231001508","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001509","Teman "
"231001510","Jejaring Sosial"
"231001511","Jejaring Sosial"
"231001511","Website infopmb.itpln.ac.id"
"231001512","Jejaring Sosial"
"231001514","Media Elektronik (Televisi, Radio)"
"231001515","Teman "
"231001516","Website infopmb.itpln.ac.id"
"231001517","Teman "
"231001518","Guru / Sekolah"
"231001519","Website infopmb.itpln.ac.id"
"231001519","Teman "
"231001519","Jejaring Sosial"
"231001520","Jejaring Sosial"
"231001521","Guru / Sekolah"
"231001522","Website infopmb.itpln.ac.id"
"231001523","Forum Diskusi Online"
"231001524","Website infopmb.itpln.ac.id"
"231001525","Teman "
"231001526","Website infopmb.itpln.ac.id"
"231001526","Jejaring Sosial"
"231001527","Teman "
"231001527","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001527","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001528","Jejaring Sosial"
"231001529","Jejaring Sosial"
"231001530","Jejaring Sosial"
"231001531","Jejaring Sosial"
"231001532","Website infopmb.itpln.ac.id"
"231001533","Website infopmb.itpln.ac.id"
"231001534","Guru / Sekolah"
"231001534","Teman "
"231001535","Jejaring Sosial"
"231001536","Jejaring Sosial"
"231001536","Teman "
"231001536","Website infopmb.itpln.ac.id"
"231001537","Jejaring Sosial"
"231001537","Website infopmb.itpln.ac.id"
"231001538","Teman "
"231001539","Jejaring Sosial"
"231001539","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001539","Website infopmb.itpln.ac.id"
"231001539","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001539","Media Elektronik (Televisi, Radio)"
"231001539","Guru / Sekolah"
"231001541","Jejaring Sosial"
"231001542","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001542","Website Lain"
"231001542","Jejaring Sosial"
"231001543","Jejaring Sosial"
"231001544","Guru / Sekolah"
"231001545","Forum Diskusi Online"
"231001545","Website infopmb.itpln.ac.id"
"231001545","Jejaring Sosial"
"231001546","Jejaring Sosial"
"231001547","Website infopmb.itpln.ac.id"
"231001548","Guru / Sekolah"
"231001549","Guru / Sekolah"
"231001550","Media Elektronik (Televisi, Radio)"
"231001550","Guru / Sekolah"
"231001550","Website infopmb.itpln.ac.id"
"231001551","Jejaring Sosial"
"231001552","Website infopmb.itpln.ac.id"
"231001553","Jejaring Sosial"
"231001554","Media Elektronik (Televisi, Radio)"
"231001554","Jejaring Sosial"
"231001555","Website infopmb.itpln.ac.id"
"231001556","Teman "
"231001557","Website infopmb.itpln.ac.id"
"231001557","Teman "
"231001558","Jejaring Sosial"
"231001561","Jejaring Sosial"
"231001562","Website infopmb.itpln.ac.id"
"231001563","Jejaring Sosial"
"231001564","Jejaring Sosial"
"231001566","Jejaring Sosial"
"231001566","Teman "
"231001567","Jejaring Sosial"
"231001568","Teman "
"231001569","Guru / Sekolah"
"231001570","Guru / Sekolah"
"231001571","Jejaring Sosial"
"231001571","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001571","Media Elektronik (Televisi, Radio)"
"231001572","Teman "
"231001573","Jejaring Sosial"
"231001573","Website infopmb.itpln.ac.id"
"231001573","Guru / Sekolah"
"231001574","Guru / Sekolah"
"231001575","Website infopmb.itpln.ac.id"
"231001576","Website infopmb.itpln.ac.id"
"231001577","Jejaring Sosial"
"231001577","Website infopmb.itpln.ac.id"
"231001577","Guru / Sekolah"
"231001578","Teman "
"231001579","Website infopmb.itpln.ac.id"
"231001580","Jejaring Sosial"
"231001581","Website infopmb.itpln.ac.id"
"231001582","Website infopmb.itpln.ac.id"
"231001582","Jejaring Sosial"
"231001583","Guru / Sekolah"
"231001584","Website infopmb.itpln.ac.id"
"231001584","Teman "
"231001585","Jejaring Sosial"
"231001585","Website infopmb.itpln.ac.id"
"231001586","Website infopmb.itpln.ac.id"
"231001588","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001589","Jejaring Sosial"
"231001590","Teman "
"231001591","Jejaring Sosial"
"231001592","Media Elektronik (Televisi, Radio)"
"231001593","Jejaring Sosial"
"231001593","Teman "
"231001593","Website infopmb.itpln.ac.id"
"231001594","Guru / Sekolah"
"231001595","Website infopmb.itpln.ac.id"
"231001595","Jejaring Sosial"
"231001596","Forum Diskusi Online"
"231001596","Jejaring Sosial"
"231001596","Guru / Sekolah"
"231001597","Jejaring Sosial"
"231001597","Teman "
"231001598","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001598","Jejaring Sosial"
"231001599","Website infopmb.itpln.ac.id"
"231001600","Teman "
"231001600","Jejaring Sosial"
"231001601","Website infopmb.itpln.ac.id"
"231001602","Jejaring Sosial"
"231001603","Guru / Sekolah"
"231001604","Jejaring Sosial"
"231001605","Jejaring Sosial"
"231001606","Website infopmb.itpln.ac.id"
"231001606","Guru / Sekolah"
"231001606","Website Lain"
"231001607","Guru / Sekolah"
"231001608","Website infopmb.itpln.ac.id"
"231001609","Media Elektronik (Televisi, Radio)"
"231001609","Jejaring Sosial"
"231001609","Website infopmb.itpln.ac.id"
"231001610","Website infopmb.itpln.ac.id"
"231001611","Jejaring Sosial"
"231001611","Website infopmb.itpln.ac.id"
"231001612","Teman "
"231001612","Media Elektronik (Televisi, Radio)"
"231001613","Website infopmb.itpln.ac.id"
"231001614","Guru / Sekolah"
"231001614","Jejaring Sosial"
"231001615","Teman "
"231001615","Website infopmb.itpln.ac.id"
"231001616","Teman "
"231001616","Guru / Sekolah"
"231001617","Jejaring Sosial"
"231001618","Jejaring Sosial"
"231001618","Teman "
"231001618","Website infopmb.itpln.ac.id"
"231001618","Guru / Sekolah"
"231001619","Jejaring Sosial"
"231001620","Teman "
"231001620","Website infopmb.itpln.ac.id"
"231001621","Guru / Sekolah"
"231001622","Teman "
"231001622","Forum Diskusi Online"
"231001624","Jejaring Sosial"
"231001625","Guru / Sekolah"
"231001626","Jejaring Sosial"
"231001627","Jejaring Sosial"
"231001628","Website infopmb.itpln.ac.id"
"231001628","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001629","Website infopmb.itpln.ac.id"
"231001630","Website infopmb.itpln.ac.id"
"231001630","Email / SMS Broadcast"
"231001632","Website infopmb.itpln.ac.id"
"231001633","Teman "
"231001634","Jejaring Sosial"
"231001634","Teman "
"231001635","Jejaring Sosial"
"231001636","Media Elektronik (Televisi, Radio)"
"231001636","Website infopmb.itpln.ac.id"
"231001637","Jejaring Sosial"
"231001638","Teman "
"231001638","Jejaring Sosial"
"231001638","Media Elektronik (Televisi, Radio)"
"231001639","Jejaring Sosial"
"231001640","Jejaring Sosial"
"231001640","Teman "
"231001640","HIMDA"
"231001641","Website infopmb.itpln.ac.id"
"231001642","Teman "
"231001643","Teman "
"231001643","Jejaring Sosial"
"231001644","Website infopmb.itpln.ac.id"
"231001645","Website infopmb.itpln.ac.id"
"231001646","Jejaring Sosial"
"231001647","Website infopmb.itpln.ac.id"
"231001648","Guru / Sekolah"
"231001649","Website infopmb.itpln.ac.id"
"231001650","Website infopmb.itpln.ac.id"
"231001651","Website infopmb.itpln.ac.id"
"231001651","Jejaring Sosial"
"231001652","Website infopmb.itpln.ac.id"
"231001653","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001654","Website Lain"
"231001656","Website infopmb.itpln.ac.id"
"231001657","Website infopmb.itpln.ac.id"
"231001657","Teman "
"231001659","Teman "
"231001659","Jejaring Sosial"
"231001660","Website infopmb.itpln.ac.id"
"231001660","Teman "
"231001661","Jejaring Sosial"
"231001662","Guru / Sekolah"
"231001663","Teman "
"231001664","Teman "
"231001665","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001665","Website Lain"
"231001665","Website infopmb.itpln.ac.id"
"231001665","Teman "
"231001666","Guru / Sekolah"
"231001667","Media Elektronik (Televisi, Radio)"
"231001667","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001667","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001668","Guru / Sekolah"
"231001669","Jejaring Sosial"
"231001670","Jejaring Sosial"
"231001672","Jejaring Sosial"
"231001673","Website infopmb.itpln.ac.id"
"231001674","Website infopmb.itpln.ac.id"
"231001675","Guru / Sekolah"
"231001676","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001676","Teman "
"231001677","Jejaring Sosial"
"231001678","Media Elektronik (Televisi, Radio)"
"231001678","Jejaring Sosial"
"231001679","Email / SMS Broadcast"
"231001680","Jejaring Sosial"
"231001681","Website infopmb.itpln.ac.id"
"231001682","Guru / Sekolah"
"231001683","Website infopmb.itpln.ac.id"
"231001684","Forum Diskusi Online"
"231001685","Media Elektronik (Televisi, Radio)"
"231001685","Website infopmb.itpln.ac.id"
"231001686","Website infopmb.itpln.ac.id"
"231001686","Jejaring Sosial"
"231001687","Teman "
"231001689","Website infopmb.itpln.ac.id"
"231001690","Teman "
"231001690","Website infopmb.itpln.ac.id"
"231001691","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001692","Forum Diskusi Online"
"231001692","Jejaring Sosial"
"231001693","Website infopmb.itpln.ac.id"
"231001694","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001694","Website Lain"
"231001694","Jejaring Sosial"
"231001694","Website infopmb.itpln.ac.id"
"231001695","Teman "
"231001695","Guru / Sekolah"
"231001696","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001697","Teman "
"231001698","Website Lain"
"231001699","Teman "
"231001700","Jejaring Sosial"
"231001701","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001703","Teman "
"231001703","Jejaring Sosial"
"231001704","Website infopmb.itpln.ac.id"
"231001705","Jejaring Sosial"
"231001706","Jejaring Sosial"
"231001706","Teman "
"231001706","Forum Diskusi Online"
"231001706","Website infopmb.itpln.ac.id"
"231001707","Jejaring Sosial"
"231001707","Media Cetak (Surat Kabar, Koran, Majalah)"
"231001708","Jejaring Sosial"
"231001709","Jejaring Sosial"
"231001710","Teman "
"231001711","Jejaring Sosial"
"231001712","Teman "
"231001713","Jejaring Sosial"
"231001714","Jejaring Sosial"
"231001715","Website Lain"
"231001715","Jejaring Sosial"
"231001715","Website infopmb.itpln.ac.id"
"231001716","Jejaring Sosial"
"231001717","Teman "
"231001718","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001719","Jejaring Sosial"
"231001720","Jejaring Sosial"
"231001721","Teman "
"231001721","Jejaring Sosial"
"231001722","Website Lain"
"231001722","Jejaring Sosial"
"231001722","Website infopmb.itpln.ac.id"
"231001723","Teman "
"231001723","Website infopmb.itpln.ac.id"
"231001724","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231001725","Teman "
"231001726","Teman "
"231001727","Guru / Sekolah"
"231001727","Website infopmb.itpln.ac.id"
"231001729","Teman "
"231001729","Jejaring Sosial"
"231001730","Media Elektronik (Televisi, Radio)"
"231001730","Jejaring Sosial"
"231001731","Website infopmb.itpln.ac.id"
